536	APEC01	0.7193616897341047
536	ATCC8739	0.7585862030996069
536	B18BS512	0.8728405469420528
536	B4Sb227	0.8630926636822732
536	BW2952	0.7775777995638795
536	CB9615	0.749702881013832
536	CFT073	0.7117503531858875
536	D1Sd197	0.9224426932904105
536	DH10B	0.7663593359635222
536	E234869	0.7334118866533801
536	E24377A	0.7421583869236134
536	ED1a	0.7281805100575764
536	EDL933	0.7627053657571461
536	F2a2457T	0.8204216785482658
536	F2a301	0.8242674322663602
536	F5b8401	0.8226237076841724
536	HS	0.7736320052611374
536	IAI1	0.7606551025006622
536	IAI39	0.7527303225076969
536	MG1655	0.7696887466254719
536	S88	0.7201428839884038
536	Sakai	0.7617840613452381
536	SE11	0.7488216867893921
536	SMS35	0.7371236406759742
536	SSSs046	0.8137093476876319
536	UMN026	0.7347985974424732
536	UTI89	0.7090724082459526
536	W3110	0.7668588194750275
APEC01	ATCC8739	0.7635046630355432
APEC01	B18BS512	0.8840510828327209
APEC01	B4Sb227	0.8740144763571485
APEC01	BW2952	0.7855715182561703
APEC01	CB9615	0.7328526631378897
APEC01	CFT073	0.7048291555974167
APEC01	D1Sd197	0.9424870030586265
APEC01	DH10B	0.7686087881628882
APEC01	E234869	0.7294597059049444
APEC01	E24377A	0.7449231763433913
APEC01	ED1a	0.717147576296056
APEC01	EDL933	0.7461051535518135
APEC01	F2a2457T	0.8315144665441866
APEC01	F2a301	0.8320187043766168
APEC01	F5b8401	0.8343101197102111
APEC01	HS	0.7771169589177053
APEC01	IAI1	0.7649035214196395
APEC01	IAI39	0.7407442290548422
APEC01	MG1655	0.7759443385020002
APEC01	S88	0.6851315744731916
APEC01	Sakai	0.7460638449212094
APEC01	SE11	0.7485384894647914
APEC01	SMS35	0.7304456004414446
APEC01	SSSs046	0.8229562264301039
APEC01	UMN026	0.727162567767066
APEC01	UTI89	0.6929923771070546
APEC01	W3110	0.7709712776227889
ATCC8739	B18BS512	0.8448555605290481
ATCC8739	B4Sb227	0.8326406309941804
ATCC8739	BW2952	0.7411316258295814
ATCC8739	CB9615	0.766015413561606
ATCC8739	CFT073	0.7734583445366172
ATCC8739	D1Sd197	0.8907246948195875
ATCC8739	DH10B	0.7335156022827716
ATCC8739	E234869	0.764854790558751
ATCC8739	E24377A	0.7388802937159471
ATCC8739	ED1a	0.7741935214852358
ATCC8739	EDL933	0.7871198374086916
ATCC8739	F2a2457T	0.8018684191330689
ATCC8739	F2a301	0.8014253501882863
ATCC8739	F5b8401	0.8029069254199859
ATCC8739	HS	0.736954371126309
ATCC8739	IAI1	0.7390010914683585
ATCC8739	IAI39	0.7722534003686149
ATCC8739	MG1655	0.7365240123995713
ATCC8739	S88	0.7585082236322429
ATCC8739	Sakai	0.7846490191786422
ATCC8739	SE11	0.7370950109072454
ATCC8739	SMS35	0.7546718463381336
ATCC8739	SSSs046	0.7958978342695161
ATCC8739	UMN026	0.754157795962888
ATCC8739	UTI89	0.7591550266375776
ATCC8739	W3110	0.734700024491812
B18BS512	B4Sb227	0.7845743219973526
B18BS512	BW2952	0.8452428476755658
B18BS512	CB9615	0.9031683840381602
B18BS512	CFT073	0.8936129207039208
B18BS512	D1Sd197	0.8658101380173094
B18BS512	DH10B	0.8453835623952406
B18BS512	E234869	0.8784719834652832
B18BS512	E24377A	0.8564314074267699
B18BS512	ED1a	0.8843899310430486
B18BS512	EDL933	0.9160162907835765
B18BS512	F2a2457T	0.809803904915999
B18BS512	F2a301	0.8076794981429725
B18BS512	F5b8401	0.813393023589809
B18BS512	HS	0.8474514793484315
B18BS512	IAI1	0.8426070066628275
B18BS512	IAI39	0.8820331336059231
B18BS512	MG1655	0.8438337579015335
B18BS512	S88	0.8769350582984493
B18BS512	Sakai	0.9143184190433471
B18BS512	SE11	0.8539091334435245
B18BS512	SMS35	0.8771890591717266
B18BS512	SSSs046	0.8097881704059792
B18BS512	UMN026	0.8795992643505737
B18BS512	UTI89	0.8783956487633299
B18BS512	W3110	0.8424853870148953
B4Sb227	BW2952	0.8278924725704859
B4Sb227	CB9615	0.8985310119351421
B4Sb227	CFT073	0.8869763992758706
B4Sb227	D1Sd197	0.8619264165370641
B4Sb227	DH10B	0.8317476533243782
B4Sb227	E234869	0.8672272173247282
B4Sb227	E24377A	0.8491638147696403
B4Sb227	ED1a	0.8812206809533271
B4Sb227	EDL933	0.9131002380144088
B4Sb227	F2a2457T	0.7952603762153337
B4Sb227	F2a301	0.7975346209507339
B4Sb227	F5b8401	0.7961245864929668
B4Sb227	HS	0.8365959405834043
B4Sb227	IAI1	0.8283418543169342
B4Sb227	IAI39	0.8640071051982261
B4Sb227	MG1655	0.8297341482495288
B4Sb227	S88	0.8658546811138995
B4Sb227	Sakai	0.9100079716699218
B4Sb227	SE11	0.843131750417888
B4Sb227	SMS35	0.8631437308553858
B4Sb227	SSSs046	0.8087647641425956
B4Sb227	UMN026	0.8751811537861629
B4Sb227	UTI89	0.868871659499819
B4Sb227	W3110	0.8279866818496359
BW2952	CB9615	0.7974180836484219
BW2952	CFT073	0.798031255269812
BW2952	D1Sd197	0.8766087553095685
BW2952	DH10B	0.721075281526068
BW2952	E234869	0.781633078949739
BW2952	E24377A	0.7599986972265593
BW2952	ED1a	0.8005593856614092
BW2952	EDL933	0.8194815000329433
BW2952	F2a2457T	0.8031731695557276
BW2952	F2a301	0.8039026263023188
BW2952	F5b8401	0.8021091135530197
BW2952	HS	0.7521574882557583
BW2952	IAI1	0.7508568584612367
BW2952	IAI39	0.7945903644054507
BW2952	MG1655	0.7207134838360513
BW2952	S88	0.7794299994433905
BW2952	Sakai	0.8164042312238842
BW2952	SE11	0.753105491980395
BW2952	SMS35	0.7760917659350773
BW2952	SSSs046	0.7998403279655378
BW2952	UMN026	0.777452548611616
BW2952	UTI89	0.781167896917906
BW2952	W3110	0.7184663281559129
CB9615	CFT073	0.7249920605995429
CB9615	D1Sd197	0.9765939421353752
CB9615	DH10B	0.7782913863086182
CB9615	E234869	0.7446338179726271
CB9615	E24377A	0.7331235503391049
CB9615	ED1a	0.7333130187736772
CB9615	EDL933	0.6805002435562956
CB9615	F2a2457T	0.8478474896424261
CB9615	F2a301	0.8504274906009716
CB9615	F5b8401	0.8542204458535998
CB9615	HS	0.7879109150124534
CB9615	IAI1	0.7680756282936403
CB9615	IAI39	0.7476736406755353
